"","Sector","URN","Places","Local.authority","Organisation","Registration.date","Overall.experiences.and.progress.of.children.and.young.people","Latest.full.inspection.date","Homes","Join","Leave","keep","Organisation_fame_search","X.x","Company.name","foreign_any","left","invest_any","X.y","No.of.companies.in.corporate.group","X.x.x","Profit.margin.Last.avail..yr","Berry.ratio.Last.avail..yr","EBITDA.margin.Last.avail..yr","Salaries..Turnover.Last.avail..yr","X.y.y","LA.Number.x","LA_Code.x","year.x","category.x","subcategory.x","variable.x","number","percent.x","year.y","children_in_care","X.x.x.x","LA.Number.y","LA_Code.y","year.x.x","category.y","subcategory.y","variable.y","outsideno","outside","X.y.y.y","LA.Number","LA_Code","year.y.y","category","subcategory","variable","others_inside","percent.y","IMD.2019...Extent","Average_house_price","net_gain","high_net_gain","high_need_areas","low_cost_areas","joined","age","month","year","age_months","age_years","rating_numeric"
"2502","Private","2638470",3,"STAFFORDSHIRE","Acheron Care Limited","28/04/2021","Good",2023-01-24,1,"2021-04-28",NA,NA,"Acheron Care Limited",1073,"ACHERON CARE LIMITED",0,0,0,799,0,799,"","","","",105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,1,2021-04-28,"04/21","2021",1.1170431211499,0.0930869267624914,3
"2503","Private","2640099",3,"LANCASHIRE","Northridge Care Group Ltd","21/07/2021","Good",2022-08-23,1,"2021-07-21",NA,NA,"Northridge Care Group Ltd",1079,"NORTHRIDGE CARE GROUP LTD",0,0,0,603,6,602,"","","","",106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,2021-07-21,"07/21","2021",-1.64271047227926,-0.136892539356605,3
"2504","Private","2644456",4,"CAMBRIDGESHIRE","Juventas Services Limited","17/09/2021","Good",2022-09-13,1,"2021-09-17",NA,NA,"Juventas Services Limited",889,"JUVENTAS SERVICES LIMITED",0,0,1,600,0,598,"","","","",105987,"873","E10000003",2023,"net gain","net gain","Net gain of children by responsible LA","-27",NA,2023,"646",140913,"873","E10000003",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","354","55",105985,"873","E10000003",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","327",NA,0.0471,342539,-27,0,1,0,1,2021-09-17,"09/21","2021",-3.5482546201232,-0.295687885010267,3
"2505","Private","2644925",4,"LANCASHIRE","Exceptional Care Limited","09/11/2021","Good",2022-07-20,1,"2021-11-09",NA,NA,"Exceptional Care Limited",948,"EXCEPTIONAL CARE LIMITED",0,0,0,368,0,366,"n.a.","n.a.","n.a.","n.a.",106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,2021-11-09,"11/21","2021",-5.28952772073922,-0.440793976728268,3
"2506","Private","2645199",2,"SOUTHAMPTON","Budwood Limited","10/09/2021","Good",2023-01-25,1,"2021-09-10",NA,NA,"Budwood Limited",777,"BUDWOOD LIMITED",1,0,1,151,54,150,"30.55","3","30.84","35.66",105945,"852","E06000045",2023,"net gain","net gain","Net gain of children by responsible LA","-108",NA,2023,"538",141948,"852","E06000045",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","306","57",105943,"852","E06000045",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","198",NA,0.2836,237287,-108,0,1,0,1,2021-09-10,"09/21","2021",-3.31827515400411,-0.276522929500342,3
"2507","Private","SC457089",2,"SHROPSHIRE","Cambian Childcare Ltd","16/01/2013","Good",2023-01-17,1,NA,NA,NA,"Cambian Childcare Ltd",18,"CAMBIAN CHILDCARE LIMITED",1,0,1,10,188,10,"24.00","2","25.16","47.74",106044,"893","E06000051",2023,"net gain","net gain","Net gain of children by responsible LA","57",NA,2023,"656",139740,"893","E06000051",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","253","39",106042,"893","E06000051",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","310",NA,0.0426,268548,57,0,0,0,0,2013-01-16,"01/13","2013",100.4681724846,8.37234770704997,3
"2508","Private","SC457433",1,"HALTON","Cambian Childcare Ltd","14/02/2013","Good",2023-03-07,1,NA,NA,NA,"Cambian Childcare Ltd",18,"CAMBIAN CHILDCARE LIMITED",1,0,1,10,188,10,"24.00","2","25.16","47.74",105993,"876","E06000006",2023,"net gain","net gain","Net gain of children by responsible LA","-42",NA,2023,"386",136152,"876","E06000006",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","168","44",105991,"876","E06000006",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","126",NA,0.4678,191856,-42,0,0,0,0,2013-02-14,"02/13","2013",99.5154004106776,8.29295003422314,3
"2509","Private","SC398481",5,"STAFFORDSHIRE","Hillcrest Childrens Services (2) Limited","21/07/2009","Good",2022-11-08,1,NA,NA,NA,"Hillcrest Childrens Services (2) Limited",1154,"HILLCREST CHILDRENS SERVICES (2) LIMITED",0,0,0,92,42,92,"0.59","1","6.12","51.86",105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,0,2009-07-21,"07/09","2009",142.357289527721,11.8631074606434,3
"2510","Private","2654620",2,"HACKNEY","Montage Services Limited","17/09/2021","Requires improvement to be good",2022-08-01,1,"2021-09-17",NA,NA,"Montage Services Limited",1109,"MONTAGE SERVICES LIMITED",0,0,0,257,0,255,"n.a.","n.a.","n.a.","n.a.",105648,"204","E09000012",2023,"net gain","net gain","Net gain of children by responsible LA","-169",NA,2023,"392",143949,"204","E09000012",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","271","69",105646,"204","E09000012",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","102",NA,0.4319,591579,-169,0,1,0,1,2021-09-17,"09/21","2021",-3.5482546201232,-0.295687885010267,2
"2511","Private","2661511",4,"LANCASHIRE","Brinscall Care Limited","19/04/2022","Good",2022-10-18,1,"2022-04-19",NA,NA,"Brinscall Care Limited",722,"BRINSCALL CARE LIMITED",0,0,0,719,0,719,"","","","",106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,2022-04-19,"04/22","2022",-10.5790554414784,-0.881587953456537,3
"2512","Private","2662751",1,"LANCASHIRE","Holywell Children's Services Limited","31/01/2022","Requires improvement to be good",2022-10-25,1,"2022-01-31",NA,NA,"Holywell childrens Services Limited",814,"HOLYWELL CHILDREN'S SERVICES LIMITED",0,0,0,677,0,677,"","","","",106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,2022-01-31,"01/22","2022",-8.01642710472279,-0.668035592060233,2
"2513","Private","2662813",1,"ST HELENS","Cambian Childcare Ltd","07/01/2022","Good",2022-08-02,1,"2022-01-07",NA,NA,"Cambian Childcare Ltd",18,"CAMBIAN CHILDCARE LIMITED",1,0,1,10,188,10,"24.00","2","25.16","47.74",105765,"342","E08000013",2023,"net gain","net gain","Net gain of children by responsible LA","-27",NA,2023,"469",137394,"342","E08000013",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","215","46",105763,"342","E08000013",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","188",NA,0.4011,179079,-27,0,0,0,1,2022-01-07,"01/22","2022",-7.22792607802875,-0.602327173169062,3
"2514","Private","2666995",5,"HAMPSHIRE","Assure Care Homes Ltd","18/11/2021","Good",2022-10-17,1,"2021-11-18",NA,NA,"Assure Care Homes Ltd",855,"ASSURE CARE HOMES LTD",0,0,0,212,0,210,"0.05","1","1.37","",105939,"850","E10000014",2023,"net gain","net gain","Net gain of children by responsible LA","-139",NA,2023,"1853",142224,"850","E10000014",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","760","41",105937,"850","E10000014",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","621",NA,0.0493,367585,-139,0,0,0,1,2021-11-18,"11/21","2021",-5.58521560574949,-0.465434633812457,3
"2515","Private","1259061",2,"LANCASHIRE","Outbound Care Limited","08/09/2017","Good",2023-02-08,1,"2017-09-08",NA,NA,"Outbound Care Limited",1206,"OUTBOUND CARE LIMITED",0,0,0,654,0,654,"","","","",106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,2017-09-08,"09/17","2017",44.7474332648871,3.72895277207392,3
"2516","Private","1259114",3,"STAFFORDSHIRE","Unity Residential Care Services Limited","25/01/2018","Good",2023-01-10,1,"2018-01-25",NA,NA,"Unity Residential Care Services Limited",653,"UNITY RESIDENTIAL CARE SERVICES LIMITED",0,0,1,110,6,110,"21.91","2","24.93","54.85",105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,1,2018-01-25,"01/18","2018",40.1806981519507,3.34839151266256,3
"2517","Private","SC025812",4,"CROYDON","McRae Residential Care Services Limited","06/06/1996","Inadequate",2022-11-30,1,NA,NA,NA,"McRae Residential Care Services Limited",248,"MCRAE RESIDENTIAL CARE SERVICES LIMITED",0,0,0,256,0,254,"","","","",105693,"306","E09000008",2023,"net gain","net gain","Net gain of children by responsible LA","467",NA,2023,"531",145122,"306","E09000008",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","283","53",105691,"306","E09000008",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","750",NA,0.1897,390720,467,1,1,0,0,1996-06-06,"06/96","1996",299.827515400411,24.9856262833676,1
"2518","Private","2596421",2,"ESSEX","Cambian Childcare Ltd","01/10/2020","Good",2023-02-07,1,"2020-10-01",NA,NA,"Cambian Childcare Ltd",18,"CAMBIAN CHILDCARE LIMITED",1,0,1,10,188,10,"24.00","2","25.16","47.74",106008,"881","E10000012",2023,"net gain","net gain","Net gain of children by responsible LA","486",NA,2023,"1164",140982,"881","E10000012",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","267","23",106006,"881","E10000012",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","753",NA,0.0926,358884,486,0,0,0,1,2020-10-01,"10/20","2020",7.98357289527721,0.665297741273101,3
"2519","Voluntary","1269565",4,"HAMMERSMITH AND FULHAM","Q+","24/01/2018","Good",2022-11-15,1,"2018-01-24",NA,NA,"Q+",978,"Q+",0,0,0,186,0,184,"","","","",105651,"205","E09000013",2023,"net gain","net gain","Net gain of children by responsible LA","-126",NA,2023,"212",144018,"205","E09000013",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","171","81",105649,"205","E09000013",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","45",NA,0.1644,753763,-126,0,1,0,1,2018-01-24,"01/18","2018",40.2135523613963,3.35112936344969,3
"2520","Voluntary","1273658",16,"BIRMINGHAM","Birmingham Children's Trust Community Interest Company","20/03/2018","Requires improvement to be good",2022-09-13,1,"2018-03-20",NA,NA,"Birmingham childrens Trust Community Interest Company",589,"BIRMINGHAM CHILDREN'S TRUST COMMUNITY INTEREST COMPANY",0,0,0,1,0,1,"-8.83","","-7.36","41.37",105738,"330","E08000025",2023,"net gain","net gain","Net gain of children by responsible LA","178",NA,2023,"2201",139809,"330","E08000025",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","888","40",105736,"330","E08000025",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1066",NA,0.5792,229962,178,0,0,0,1,2018-03-20,"03/18","2018",38.4065708418891,3.20054757015743,2
"2521","Private","1276249",3,"LEICESTERSHIRE","Esland North Limited","29/05/2018","Good",2022-06-21,1,"2018-05-29",NA,NA,"Esland North Limited",25,"ESLAND NORTH LIMITED",0,0,1,43,31,43,"-4.95","1","-0.08","63.47",105948,"855","E10000018",2023,"net gain","net gain","Net gain of children by responsible LA","345",NA,2023,"681",139257,"855","E10000018",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","250","37",105946,"855","E10000018",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","595",NA,0.0247,286368,345,1,0,0,1,2018-05-29,"05/18","2018",36.1067761806982,3.00889801505818,3
"2522","Private","1276719",3,"CORNWALL","Devon & Cornwall Autistic Community Trust","16/05/2018","Good",2023-01-04,1,"2018-05-16",NA,NA,"Devon & Cornwall Autistic Community Trust",439,"DEVON & CORNWALL AUTISTIC COMMUNITY TRUST",0,0,0,86,0,86,"-26.66","","-26.17","73.29",106056,"908","E06000052",2023,"net gain","net gain","Net gain of children by responsible LA","44",NA,2023,"565",143190,"908","E06000052",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","133","24",106054,"908","E06000052",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","177",NA,0.1323,298384,44,0,0,0,1,2018-05-16,"05/18","2018",36.5338809034908,3.0444900752909,3
"2523","Private","1277045",4,"CORNWALL","Pathway Care Solutions Ltd","03/08/2018","Good",2022-09-21,1,"2018-08-03",NA,NA,"Pathway Care Solutions Ltd",176,"PATHWAY CARE SOLUTIONS LIMITED",1,0,0,220,77,218,"6.00","1","9.31","67.82",106056,"908","E06000052",2023,"net gain","net gain","Net gain of children by responsible LA","44",NA,2023,"565",143190,"908","E06000052",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","133","24",106054,"908","E06000052",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","177",NA,0.1323,298384,44,0,0,0,1,2018-08-03,"08/18","2018",33.9383983572895,2.82819986310746,3
"2524","Private","1277861",5,"GLOUCESTERSHIRE","Genesis CTE Ltd","06/06/2018","Good",2023-01-24,1,"2018-06-06",NA,NA,"Genesis CTE Ltd",598,"GENESIS CTE LIMITED",0,0,0,714,2,714,"","","","",106062,"916","E10000013",2023,"net gain","net gain","Net gain of children by responsible LA","-56",NA,2023,"864",143673,"916","E10000013",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","275","32",106060,"916","E10000013",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","219",NA,0.0772,328800,-56,0,0,0,1,2018-06-06,"06/18","2018",35.8439425051335,2.98699520876112,3
